,Unnamed: 0,ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,hearing_disposition,notice_number,officer,address,new_zipcodes,latitudes,longitudes
7252,7252,9191899099,2017-06-09 20:39:00,444 W ERIE ST,20d2268a82f9c35dd499760c142ba7a8aceeaac662c79bf69a3c1c2438b87047,IL,PAS,606101112.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,NISS,75,150,0.0,75.0,Paid,2017-08-14 00:00:00,DETR,Liable,5176414830,1511,"400 w erie st, chicago, il",60654,41.893992125277066,-87.64046828071157
7253,7253,9191897991,2017-06-09 20:39:00,1417 W CHICAGO AV,22b61202e890d7b82a2fc7b085f23a6d6c08bc08d44b65996d3051096cee8766,IL,PAS,606083114.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,HOND,50,100,0.0,50.0,Paid,2017-07-05 00:00:00,VIOL,,5169254380,1613,"1400 w chicago av, chicago, il",60642,41.89611248124546,-87.66310916472388
7254,7254,68191226,2017-06-09 20:40:00,419 E ILLINOIS,e2f6dfafd5606cad802596912f66aa574a63072ae5c45a6595a7fef95d4a0e7d,IL,PAS,600106439.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,18,CPD,CADI,60,120,0.0,60.0,Paid,2017-06-30 00:00:00,VIOL,,5206003080,17937,"400 e illinois, chicago, il",60611,41.89101552160218,-87.6158674008136
7255,7255,9191926671,2017-06-09 20:40:00,3040 N CLIFFORD,560cbf6268a0a292eca9c11fe25644e2e0b805667050183554cf8fff0758bbc0,IL,PAS,600675982.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,FORD,75,150,0.0,75.0,Paid,2017-06-14 00:00:00,,,0,1626,"3000 n clifford, chicago, il",60646,41.98532899889158,-87.75274611244268
7256,7256,9191887224,2017-06-09 20:40:00,1817 S LOOMIS ST,257c36ba41b8a6be8ab9f052f1ece190f4b59aa0169b576c887ccb925bb74ba1,IL,TRK,605256619.0,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,502,DOF,FORD,100,200,0.0,100.0,Paid,2017-08-10 00:00:00,DETR,,5189140490,1606,"1800 s loomis st, chicago, il",60608,41.857317922009344,-87.66124112236733
7257,7257,9191758762,2017-06-09 20:40:00,1211 N DEARBORN ST,82bd37f288d497d566c350ecaabd7ea5ece00a6eac089d686c28716ec1302242,IL,PAS,605409301.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,SUBA,50,100,0.0,50.0,Paid,2017-07-15 00:00:00,VIOL,,5196689780,1462,"1200 n dearborn st, chicago, il",60610,41.904174217877845,-87.62993847795025
7258,7258,9191901989,2017-06-09 20:40:00,1810 W NORTH AVE,eb1b51275c986f11be6faa3eb7ef8c84b8c1fdbdaf59a7f7f294e23bac3fd49b,IL,PAS,606431715.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,CHEV,50,100,0.0,0.0,Dismissed,2017-08-22 00:00:00,VIOL,Not Liable,5183545870,1385,"1800 w north ave, chicago, il",60622,41.910623308104846,-87.67301885298156
7259,7259,9191902000,2017-06-09 20:41:00,3347 N SOUTHPORT AV,4d84c794e7ef5cf6d60a49861da32c3e651052bc529e749077ec776cf3161be7,IL,PAS,1702.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,KIA,50,100,122.0,0.0,Notice,2017-06-12 00:00:00,FINL,,5205087500,830,"3300 n southport av, chicago, il",60657,41.94298828282069,-87.66387505297502
7260,7260,9191899102,2017-06-09 20:41:00,449 W ERIE ST,1b6ffe2be7d833986cdf7882cc7891e5460f50b5e7b2a829bba00ee6cd87104c,IL,PAS,,0976160A,REAR AND FRONT PLATE REQUIRED,502,DOF,ACUR,60,120,0.0,60.0,Paid,2017-06-12 00:00:00,,,0,1511,"400 w erie st, chicago, il",60654,41.89383928082355,-87.64035951532779
7261,7261,9191899101,2017-06-09 20:41:00,449 W ERIE ST,1b6ffe2be7d833986cdf7882cc7891e5460f50b5e7b2a829bba00ee6cd87104c,IL,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,ACUR,75,150,0.0,75.0,Paid,2017-06-12 00:00:00,,,0,1511,"400 w erie st, chicago, il",60654,41.89383928082355,-87.64035951532779
7262,7262,9191819268,2017-06-09 20:41:00,1007 W ARGYLE ST,c8373198ca3c08867bf1fac90d10838358ae9bba0a8487494ffa512743a8c8e2,IL,PAS,605652507.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,NISS,50,100,0.0,100.0,Paid,2017-10-05 00:00:00,FINL,,5201118730,1623,"1000 w argyle st, chicago, il",60640,41.97321181454681,-87.6552415009165
7263,7263,9191910880,2017-06-09 20:41:00,954 S ADA,3966f7f96218ad064a6ff07414fe56fe050b6ead8a93e76e610f8687542f5337,IL,PAS,60527.0,0976160A,REAR AND FRONT PLATE REQUIRED,502,DOF,FORD,60,120,0.0,60.0,Paid,2017-07-14 00:00:00,VIOL,,5205852000,1374,"900 s ada, chicago, il",60607,41.86979793754886,-87.66015548485497
7264,7264,68270039,2017-06-09 20:41:00,4744 S LOOMIS,9458fdf3e8a98b2411f52cd89d746ea677e5c6fadae60cdb98e05cf87047a79e,IL,PAS,604399688.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,714,CPD-Other,HYUN,60,120,0.0,0.0,Dismissed,2017-10-02 00:00:00,,Not Liable,5206003450,16267,"4700 s loomis, chicago, il",60609,41.807347994171636,-87.66010730102698
7265,7265,9191887225,2017-06-09 20:42:00,1819 S LOOMIS ST,f87b9f785d1be5dd0b648c5fb14575ad60754f7a94267284d3c9943a795f3941,OR,PAS,,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,502,DOF,TOYT,100,200,100.0,0.0,Define,2017-06-12 00:00:00,,,0,1606,"1800 s loomis st, chicago, il",60608,41.85748663778446,-87.66122399906949
7266,7266,9191899103,2017-06-09 20:42:00,448 W ERIE ST,07475bcd7ce890b1d8659f35f2788774c7cc51c8dafef6bbeb7de8146f6b7b6f,IL,PAS,606113402.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,LEXU,75,150,0.0,75.0,Paid,2017-06-16 00:00:00,,,5196313590,1511,"400 w erie st, chicago, il",60654,41.89399077160836,-87.64060229391367
7267,7267,68271881,2017-06-09 20:43:00,5635 E MADISON,7b19b300fafb917d158362470c5fb1a22252f836819a56af4ff919bb5fcfdcb4,IL,PAS,60644.0,0964150B,PARKING/STANDING PROHIBITED ANYTIME,714,CPD-Other,MERC,75,150,183.0,0.0,Notice,2017-06-22 00:00:00,SEIZ,,5083205460,7076,"5600 e madison, chicago, il",60644,41.8801510232907,-87.76626359666795
7268,7268,9191910881,2017-06-09 20:43:00,920 S ADA,770ad2c45057e1a11d39295265a316114f35c0c5117ae93d4e6f49aae9888313,IL,PAS,604237809.0,0976160A,REAR AND FRONT PLATE REQUIRED,502,DOF,CHRY,60,120,0.0,120.0,Paid,2017-09-24 00:00:00,FINL,,5200605040,1374,"900 s ada, chicago, il",60607,41.87007979775014,-87.6601609578686
7269,7269,9191903058,2017-06-09 20:43:00,420 E OHIO ST,673400e72efc99b67db018030625c26cf6547a2b7d82f1a460338ee725e65eb8,OH,PAS,45069.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,NISS,65,130,0.0,65.0,Paid,2017-06-19 00:00:00,,,0,1529,"400 e ohio st, chicago, il",60611,41.89267851154119,-87.61657817485141
7270,7270,9191910882,2017-06-09 20:43:00,920 S ADA,770ad2c45057e1a11d39295265a316114f35c0c5117ae93d4e6f49aae9888313,IL,PAS,604237809.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,502,DOF,CHRY,60,120,0.0,120.0,Paid,2017-09-24 00:00:00,FINL,,5200605040,1374,"900 s ada, chicago, il",60607,41.87007979775014,-87.6601609578686
7271,7271,68271642,2017-06-09 20:44:00,3 S PARKSIDE AV,6289eb1e9e39d5811a2fdd066d737739e52136ba0b049b4fbbd64a6005dc7404,WI,PAS,537041236.0,0964150B,PARKING/STANDING PROHIBITED ANYTIME,714,CPD-Other,PONT,75,150,183.0,0.0,Notice,2017-06-28 00:00:00,FINL,,5206034710,17970,"3 s parkside av, chicago, il",60644,41.8800957238945,-87.76641744909287
7272,7272,9191926672,2017-06-09 20:44:00,3042 N CLIFFORD,c4a997fda2d61ad2d935ce39fa56c994c9f59948aed3ae55e05aaea89bb31fa5,WI,PAS,532026165.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,BMW,75,150,0.0,75.0,Paid,2017-06-19 00:00:00,VIOL,,5205874650,1626,"3000 n clifford, chicago, il",60646,41.98532899889158,-87.75274611244268
7273,7273,67804757,2017-06-09 20:44:00,7323 S DAMEN,d45b669e459d09ac8ba29055e0842d9ec7e147aa18838bbebcec90243d904a04,IL,PAS,606233918.0,0976050B,TWO HEAD LAMPS REQUIRED VISIBLE 1000',7,CPD,GMC,25,50,0.0,0.0,Dismissed,2017-10-03 00:00:00,,Not Liable,5204274440,4410,"7300 s damen, chicago, il",60636,41.76044952844941,-87.67338220618636
7274,7274,9191902436,2017-06-09 20:44:00,6211 N OAKLEY AVE,827d6e1ebd9c4a41e6aa4573ef0c698646e9ab79e87a836eb0763c67327383fb,IL,PAS,606592921.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,VOLK,75,150,0.0,75.0,Paid,2017-07-21 00:00:00,VIOL,,5195739690,1126,"6200 n oakley ave, chicago, il",60659,41.99454045045877,-87.68729259683211
7275,7275,9191887226,2017-06-09 20:44:00,1327 W 18TH ST,7e80446a83b24e89d62ba67ab55559af5cac400e3478143b196c041305893f7b,IL,PAS,602013503.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,SUBA,50,100,0.0,50.0,Paid,2017-08-22 00:00:00,DETR,,5205052070,1606,"1300 w 18th st, chicago, il",60608,41.85786451399403,-87.65998141326678
7276,7276,9191899104,2017-06-09 20:44:00,450 W ERIE ST,40890560de05e26267f4736c09fdfb08b8ec841b552929ceb008e911c81614ba,IL,PAS,606144312.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,MERZ,75,150,0.0,75.0,Paid,2017-06-26 00:00:00,VIOL,,5201299200,1511,"400 w erie st, chicago, il",60654,41.893990094774004,-87.64066930051472
7277,7277,9191758763,2017-06-09 20:44:00,1239 N DEARBORN ST,78025f5657b81392617f1944554c2ae006c321b85e200d09fc2d112e30af5b97,IN,PAS,462802782.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,DODG,50,100,0.0,100.0,Paid,2017-10-31 00:00:00,SEIZ,Liable,5207138540,1462,"1200 n dearborn st, chicago, il",60610,41.90512503136361,-87.6299850968321
7278,7278,9191902289,2017-06-09 20:44:00,6341636 N ROCKWELL,80ca85586fcac4a7c5658e168bb2d0635c72ba9ced9e2770aa731c70a41c861f,IL,PAS,606594424.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,TOYT,75,150,0.0,75.0,Paid,2017-07-07 00:00:00,VIOL,,5192445300,1251,"6341600 n rockwell, chicago, il",60647,41.91391816310602,-87.692202
7279,7279,67812700,2017-06-09 20:45:00,4319 W 31ST ST,603e09c12c607a2ecfdc8062d4120edd10b2f5499d76fb4cc5d7a8ec73f9e04d,IL,PAS,,0980080A,PARK VEHICLE SOLE PURPOSE OF DISPLAYING FOR SALE,10,CPD,TOYT,100,200,100.0,0.0,Define,2017-06-19 00:00:00,,,0,8843,"4300 w 31st st, chicago, il",60623,41.836715062528306,-87.7325612688023
7280,7280,9191758764,2017-06-09 20:45:00,1239 N DEARBORN ST,78025f5657b81392617f1944554c2ae006c321b85e200d09fc2d112e30af5b97,IN,PAS,462802782.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,502,DOF,DODG,60,120,0.0,0.0,Dismissed,2017-08-25 00:00:00,VIOL,Not Liable,5199870620,1462,"1200 n dearborn st, chicago, il",60610,41.90512503136361,-87.6299850968321
7281,7281,9191899105,2017-06-09 20:45:00,456 W ERIE ST,9eb549177b4583e25e631ebc421c885ba64607269a4e43e6842d554972e36c91,IL,LIV,60610.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,CHEV,75,150,0.0,0.0,Dismissed,2017-08-03 00:00:00,DETR,Not Liable,5205894660,1511,"400 w erie st, chicago, il",60654,41.89398676099295,-87.64095764716596
7282,7282,9191887227,2017-06-09 20:45:00,1310 W 18TH ST,c4b15f7b3e1b3d671854bb1efd99f69989cf61a6b9917546f07bfa2bb54840d0,MA,PAS,,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,VOLK,50,100,0.0,50.0,Paid,2017-08-10 00:00:00,,,0,1606,"1300 w 18th st, chicago, il",60608,41.85792548932418,-87.6591987799065
7283,7283,9191902437,2017-06-09 20:45:00,6211 N OAKLEY AVE,827d6e1ebd9c4a41e6aa4573ef0c698646e9ab79e87a836eb0763c67327383fb,IL,PAS,606592921.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",502,DOF,VOLK,200,400,0.0,200.0,Paid,2017-07-21 00:00:00,VIOL,,5195739690,1126,"6200 n oakley ave, chicago, il",60659,41.99454045045877,-87.68729259683211
7284,7284,68271503,2017-06-09 20:45:00,4801 S HERMITAGE,1d3bcb003e27dc861ee26b4007b5f0d3cb5d60925f0e9b635515c02a3a0f682e,IL,PAS,60609.0,0964150B,PARKING/STANDING PROHIBITED ANYTIME,714,CPD-Other,NISS,75,150,0.0,75.0,Paid,2017-07-17 00:00:00,VIOL,,5206419680,21243,"4800 s hermitage, chicago, il",60609,41.80669955468325,-87.66851788654526
7285,7285,9191902001,2017-06-09 20:46:00,3413 N SOUTHPORT AV,29383431fb394792de370eb60e568b80855d91ae3fb946eb711cd04d14c6fe17,IL,PAS,606465013.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,FORD,50,100,0.0,50.0,Paid,2017-07-05 00:00:00,VIOL,,5205850750,830,"3400 n southport av, chicago, il",60657,41.94392713845472,-87.66386918541832
7286,7286,9191919854,2017-06-09 20:46:00,724 S CLARK ST,d2e230c95e7000b4a352e629546a64f41d9fc955c6b315fc0f1b092fcd896e98,IL,PAS,60647.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,HOND,65,130,0.0,0.0,Dismissed,2017-10-03 00:00:00,,Not Liable,5205853040,1628,"700 s clark st, chicago, il",60605,41.873102653382134,-87.63069514629291
7287,7287,9191887228,2017-06-09 20:46:00,1310 W 18TH ST,c4b15f7b3e1b3d671854bb1efd99f69989cf61a6b9917546f07bfa2bb54840d0,MA,PAS,,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,502,DOF,VOLK,60,120,0.0,60.0,Paid,2017-08-10 00:00:00,,,0,1606,"1300 w 18th st, chicago, il",60608,41.85792548932418,-87.6591987799065
7288,7288,9191819269,2017-06-09 20:46:00,1065 W ARGYLE ST,29607e1ecc23cd823a08ac6dcc472b50fa1a3e039c5c4a86880f5b5ea2fe1654,IL,PAS,606252707.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,OLDS,50,100,122.0,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5203299810,1623,"1000 w argyle st, chicago, il",60640,41.973233481245465,-87.65729105245542
7289,7289,9191901142,2017-06-09 20:46:00,1716 S WABASH,9431ecf6db921ff520a9452cbae11ecd482e6e5307403a77273be012334293d8,IL,TRK,605857854.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,NISS,50,100,0.0,50.0,Paid,2017-06-16 00:00:00,,,5205850420,1565,"1700 s wabash, chicago, il",60616,41.85883493717313,-87.62567623393639
7290,7290,9191899106,2017-06-09 20:46:00,458 W ERIE ST,60ffc2559107787c98b9b0b2ba85a2d1b944767d7a3aa9834c1ed0d39664a07e,IL,PAS,60056.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,HYUN,75,150,0.0,75.0,Paid,2017-06-17 00:00:00,,,5205849880,1511,"400 w erie st, chicago, il",60654,41.893986446048814,-87.64097796106316
7291,7291,9191926673,2017-06-09 20:47:00,3016 N CLIFFORD,29a4c43fef860bc5e8e17e4e7e05f601949800045b401ecf83a375730344f49a,IL,PAS,612653696.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,HOND,75,150,183.0,0.0,Notice,2017-06-15 00:00:00,FINL,,5205853410,1626,"3000 n clifford, chicago, il",60646,41.98532899889158,-87.75274611244268
7292,7292,9191902438,2017-06-09 20:47:00,6210 N OAKLEY AVE,11307b675f0f652673d98ec9473f729c830ea7dfbea86a1e8cae778859def552,IL,PAS,606592989.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,HOND,75,150,0.0,75.0,Paid,2017-06-26 00:00:00,,,5146391900,1126,"6200 n oakley ave, chicago, il",60659,41.994548549541236,-87.68736741038124
7293,7293,9191819270,2017-06-09 20:47:00,1065 W ARGYLE ST,29607e1ecc23cd823a08ac6dcc472b50fa1a3e039c5c4a86880f5b5ea2fe1654,IL,PAS,606252707.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,502,DOF,OLDS,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5203299810,1623,"1000 w argyle st, chicago, il",60640,41.973233481245465,-87.65729105245542
7294,7294,9191910884,2017-06-09 20:47:00,1340 W TAYLOR,e625d4081ea736a1444b7cfcb942ef5e92d7a0f123e81bd87e7bade13ad690e0,IL,PAS,608042540.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,502,DOF,CHEV,60,120,0.0,120.0,Paid,2017-11-25 00:00:00,SEIZ,,5191233840,1374,"1300 w taylor, chicago, il",60607,41.869444230671405,-87.6606023748292
7295,7295,9191899107,2017-06-09 20:47:00,466 W ERIE ST,31ff9ec221f44140c03608debe17e95a9ba71bd22b5ff949dbb9a03e4a476533,NE,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,JEEP,75,150,0.0,0.0,Dismissed,2017-09-03 00:00:00,,,0,1511,"400 w erie st, chicago, il",60654,41.89398518627224,-87.64105921665193
7296,7296,9191910883,2017-06-09 20:47:00,1340 W TAYLOR,e625d4081ea736a1444b7cfcb942ef5e92d7a0f123e81bd87e7bade13ad690e0,IL,PAS,608042540.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,CHEV,50,100,0.0,100.0,Paid,2017-11-25 00:00:00,SEIZ,,5191233840,1374,"1300 w taylor, chicago, il",60607,41.869444230671405,-87.6606023748292
7297,7297,9191903059,2017-06-09 20:47:00,358 E OHIO ST,b3f56d23cc07216021ca95f9c5229a31656fc1b0d66067a456ccdd96a2a32e66,IL,PAS,604774237.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,BMW,65,130,158.6,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5186934240,1529,"300 e ohio st, chicago, il",60611,41.89271307144464,-87.61824267889881
7298,7298,9191887229,2017-06-09 20:47:00,1337 W 18TH ST,d8e9b6b878db53d7c166524b370d91c001bc1aa8f82a1a8819a576ea792f49cf,IL,PAS,60629.0,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,HYUN,50,100,0.0,50.0,Paid,2017-07-05 00:00:00,VIOL,,5205848080,1606,"1300 w 18th st, chicago, il",60608,41.85785453952925,-87.66032791326677
7299,7299,67944753,2017-06-09 20:48:00,333 E BENTON,405901b120698cc9dd2ba242e94a155e8215bdc920fc8bfb89ee03103671a809,IL,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,1,CPD,CHEV,75,150,0.0,75.0,Paid,2017-07-07 00:00:00,,,0,8979,"300 e benton, chicago, il",60601,41.88548551399404,-87.6184605
7300,7300,9191902439,2017-06-09 20:48:00,6210 N OAKLEY AVE,11307b675f0f652673d98ec9473f729c830ea7dfbea86a1e8cae778859def552,IL,PAS,606592989.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",502,DOF,HOND,200,400,0.0,200.0,Paid,2017-06-26 00:00:00,VIOL,,5146391900,1126,"6200 n oakley ave, chicago, il",60659,41.994548549541236,-87.68736741038124
7301,7301,9191926674,2017-06-09 20:48:00,3016 N CLIFFORD,29a4c43fef860bc5e8e17e4e7e05f601949800045b401ecf83a375730344f49a,IL,PAS,612653696.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,502,DOF,HOND,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,FINL,,5205853410,1626,"3000 n clifford, chicago, il",60646,41.98532899889158,-87.75274611244268
7302,7302,9191903060,2017-06-09 20:48:00,356 E OHIO ST,f9a502c7248c8892e66f21c8528fdfacffb8ec7a2e57f4a4ab8ea793edaf4234,IL,PAS,606293623.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,ACUR,65,130,0.0,130.0,Paid,2017-09-06 00:00:00,FINL,,5171529710,1529,"300 e ohio st, chicago, il",60611,41.89271281879174,-87.61826592296532
7303,7303,9191902003,2017-06-09 20:48:00,3417 N SOUTHPORT,abb02f5f41ee14e7f533902c675062309907bc29f6135106bd634399d11a4cdc,IL,PAS,604339551.0,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,502,DOF,NISS,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5202725320,830,"3400 n southport, chicago, il",60657,41.94404614416578,-87.66387624507915
7304,7304,9191902002,2017-06-09 20:48:00,3417 N SOUTHPORT,abb02f5f41ee14e7f533902c675062309907bc29f6135106bd634399d11a4cdc,IL,PAS,604339551.0,0976160D,NONCOMPLIANT PLATE(S),502,DOF,NISS,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5202725320,830,"3400 n southport, chicago, il",60657,41.94404614416578,-87.66387624507915
7305,7305,68222818,2017-06-09 20:49:00,4530 S SPRINGFIELD,a24059470288b07a87d40a7caf579c74f079839684e4a6013f065d52028652b1,IL,PAS,600144065.0,0964100A,WITHIN 15' OF FIRE HYDRANT,8,CPD,MERC,150,300,0.0,150.0,Paid,2017-07-12 00:00:00,VIOL,,5205928660,16359,"4500 s springfield, chicago, il",60632,41.81060582653356,-87.72128480102698
7306,7306,9191919855,2017-06-09 20:49:00,718 S CLARK ST,18659fd7901c1fd559a0af45a36c77c1201e1b9a277bf23b1f587386a3a34e5f,IL,PAS,,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,502,DOF,HOND,60,120,0.0,0.0,Dismissed,2017-09-03 00:00:00,,,0,1628,"700 s clark st, chicago, il",60605,41.87286880099833,-87.6306648593108
7307,7307,9191758766,2017-06-09 20:49:00,1247 N DEARBORN ST,c66cae01077ffd4dfb907bc33ba90fa14cf45627748a85c57e94ca259b8ba6be,IL,PAS,,0976160A,REAR AND FRONT PLATE REQUIRED,502,DOF,HOND,60,120,0.0,60.0,Paid,2017-06-12 00:00:00,,,0,1462,"1200 n dearborn st, chicago, il",60610,41.90481649865392,-87.6299555433815
7308,7308,9191887230,2017-06-09 20:49:00,1347 W 18TH ST,416bf5e81b248577af2fd18b69aa38e324851601a7f08d04715e05426e538cf6,GA,VET,,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,CHRY,50,100,50.0,0.0,Define,2017-06-12 00:00:00,,,0,1606,"1300 w 18th st, chicago, il",60608,41.857791991102054,-87.66064230720178
7309,7309,9191758765,2017-06-09 20:49:00,1247 N DEARBORN ST,c66cae01077ffd4dfb907bc33ba90fa14cf45627748a85c57e94ca259b8ba6be,IL,PAS,,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,502,DOF,HOND,50,100,0.0,50.0,Paid,2017-06-12 00:00:00,,,0,1462,"1200 n dearborn st, chicago, il",60610,41.90481649865392,-87.6299555433815
7310,7310,9191902290,2017-06-09 20:49:00,6340 N ROCKWELL,893b350335b55b53ef6a3d9143c537e10cf7a6dc4f99b9715055b322547cc6e4,IL,PAS,600261169.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,CHEV,75,150,0.0,75.0,Paid,2017-07-15 00:00:00,VIOL,,5172468870,1251,"6300 n rockwell, chicago, il",60659,41.99702240743841,-87.69477538484601
7311,7311,9191899108,2017-06-09 20:49:00,470 W ERIE ST,59ef6751ceab92dc17ae149872f67a519c6a5a09e7b84090f5050ce9d680c3aa,IL,PAS,606171119.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",502,DOF,CHEV,200,400,400.0,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5052177610,1511,"400 w erie st, chicago, il",60654,41.893984556383955,-87.64109984444632
7312,7312,67944754,2017-06-09 20:49:00,335 E BENTON,7b6a7d7a90451f4b877dd445d31b7f540abaf081e76b1995d993ffcd268b23d6,IN,PAS,463231858.0,0964150B,PARKING/STANDING PROHIBITED ANYTIME,1,CPD,CHEV,75,150,0.0,150.0,Paid,2017-12-12 00:00:00,FINL,,5205900690,8979,"300 e benton, chicago, il",60601,41.88543703934271,-87.61856975592072
7313,7313,66933468,2017-06-09 20:50:00,3334 W POTOMAC,c2e3b360af586308cf8ad5a9ac746328398ddf7a058240d77526507842529f82,IL,PAS,60618.0,0964130A,PARK ALLEY,313,CPD-Other,HYUN,150,300,256.63,43.37,Notice,2017-06-28 00:00:00,FINL,,5190791520,8143,"3300 w potomac, chicago, il",60651,41.90470313714678,-87.7101554141627
7314,7314,68228040,2017-06-09 20:50:00,1500 N MAPLEWOOD,96d534a1624476ba1f7c196e808314304e829bdd6caf54c9e89132675b2c09ce,IL,PAS,60622.0,0964100G,STOP SIGN OR TRAFFIC SIGNAL,14,CPD,DODG,60,120,146.4,0.0,Notice,2017-06-22 00:00:00,FINL,,5205812390,5307,"1500 n maplewood, chicago, il",60622,41.90864299417163,-87.69089685988773
7315,7315,67944756,2017-06-09 20:50:00,339 E BENTON,f07a8b30425ebc46ad8128bb778206a07db790bcc964b6fb00e819ea4de1b1b6,IL,PAS,60538.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",1,CPD,PORS,200,400,200.0,0.0,Define,2017-06-19 00:00:00,,,0,8979,"300 e benton, chicago, il",60601,41.88543703934271,-87.6185149606573
7316,7316,68046313,2017-06-09 20:50:00,4939 W RICE,cd4628bbc9a76a4a76ae70b26e4151a66d9306f7d1522a9f53d9ba849010a097,IL,PAS,60402.0,0964110A,DOUBLE PARKING OR STANDING,25,CPD,BUIC,100,200,244.0,0.0,Notice,2017-11-21 00:00:00,FINL,Liable,5205962990,11163,"4900 w rice, chicago, il",60651,41.89583392259818,-87.74921396167134
7317,7317,68186120,2017-06-09 20:50:00,10601 S AVENUE H,6e19a5632c75ef12c19dd28daf40cb3ed690397f60010981632d318d5fbbf968,IL,PAS,606175134.0,0964100A,WITHIN 15' OF FIRE HYDRANT,4,CPD,HOND,150,300,0.0,150.0,Paid,2017-08-25 00:00:00,DETR,,5185096020,18667,"10600 s avenue h, chicago, il",60617,41.70257116763807,-87.53283468065113
